246259	15343
8352	246061
12641	248576
16375	1254
246698	248043
12102	8570
252133	15258
252320	249650
251571	1351
246218	249600
13132	251950
250239	13137
13188	248165
250237	252292
252161	247487
8192	12559
8520	812
13063	13940
14087	8040
13785	247818
248118	252463
14028	249201
252365	247462
13752	250238
246898	246011
8175	12257
13459	316
8263	871
7942	14681
249035	15311
267	252544
249197	251050
13198	249446
12673	12828
7981	252228
14029	247729
725	249786
249498	252466
249566	249445
1370	252167
249545	14991
6422	246881
12767	251424
8348	246282
249237	14931
14165	12403
13841	8520
252574	261
247470	249208
250395	250884
11422	246633
8256	247643
8534	16304
247365	16306
14977	8074
16313	8526
1316	14567
252535	14243
252148	8245
246116	8468
246648	14669
250967	246244
8495	250031
246897	248261
12693	252358
13188	247401
249858	251103
251069	249262
249046	381
248150	657
8342	251051
248562	247568
251096	251265
861	15056
249484	13407
249922	249910
15378	248128
467	248551
12816	12290
251177	11826
14904	251983
14862	8267
13396	251267
8184	13092
637	12363
248581	250051
250107	249956
248560	249757
246127	249483
12562	720
13780	248327
14919	250464
8183	13145
13814	8428
15092	8194
995	14552
14092	7742
250871	1464
250456	247632
247838	246883
248644	249088
12174	11513
246000	12714
525	12558
247048	248133
5714	246217
620	397
250083	624
12397	16302
14915	14595
13260	246005
246631	252585
8194	248130
13028	251002
8105	251425
247581	252312
12819	251202
13035	251166
249587	246658
14057	478
251143	827
1282	13717
247848	247187
247500	14467
247615	14920
7820	11542
246664	248325
13953	248365
251387	14319
246798	248693
12559	249688
246202	249926
250229	248563
249484	7850
14132	11875
13165	248748
13943	250114
14869	11834
8540	14662
250388	11585
812	14160
14969	14563
251429	14321
250469	536
249838	11783
1430	11854
246972	247183
250813	246165
246863	247917
13785	12144
250400	248370
246686	250900
252001	14526
14155	8199
252227	302
249570	1454
13075	8050
13072	251617
249155	15091
252342	280
8143	14204
15065	249117
7537	248263
248086	14151
247220	823
338	252678
251493	12288
13413	13949
252161	14662
12699	448
251381	13370
772	249716
8192	250205
246106	15404
13131	13430
250136	731
1337	250996
249943	251069
13348	14281
8560	247665
14491	15328
250110	252594
246091	247916
11565	11885
246081	248106
14853	11764
12672	13801
246146	251608
249821	249227
246210	15293
249445	248735
249606	13158
13842	13280
13785	12144
248562	7628
250495	13022
251390	249768
250454	251041
250410	346
249896	247959
8560	247731
247659	640
251300	246976
247274	738
247981	13668
11414	248296
12807	741
12671	11511
249088	250025
654	248348
252131	12739
769	251402
11576	7895
13714	447
12355	249685
8188	249040
251071	717
249507	5698
8167	249066
249647	247531
248562	251605
249925	246672
328	12099
249677	249189
12753	252401
248557	249907
13137	1441
5692	12453
246092	247225
1445	5750
250294	250022
249038	247277
249922	736
249855	7547
250305	251025
249800	249677
248589	251035
247840	396
252292	1400
11383	247823
246236	252105
247942	249050
247610	13397
250929	13012
248692	13363
247349	252359
1370	249156
249254	252359
13036	252563
11559	252729
249820	13788
246889	11865
252369	251079
14200	248334
251418	14840
8573	247236
1312	251860
14853	11764
7745	12449
12040	11748
252071	247760
8571	252204
246200	13330
13840	249197
11467	246921
251106	13409
252722	8437
247580	251804
248559	249252
249924	250039
13340	249632
252677	12233
247990	250939
249907	247845
249885	247039
247175	250919
14067	248694
246665	955
246659	251244
757	11584
249107	248804
252016	13924
250453	251144
12184	7988
15101	246303
14619	7812
249591	252209
246998	8089
246899	251392
15043	246777
270	246956
12767	249815
252714	249704
5715	14197
251945	247649
250888	13894
13780	250025
7918	14130
251418	249536
14550	249197
249866	252216
249027	250308
251220	8089
251120	445
5644	12324
248775	249156
16320	475
15043	7867
15006	13147
247873	8323
12740	8434
8235	251855
13953	13688
249951	247021
12397	13192
14527	248700
251939	5719
251155	247562
246655	474
393	1286
16353	16302
12666	249198
14847	247251
250975	7576
252280	250176
249188	14135
252073	8512
250818	7615
251282	252606
13841	12828
12156	7599
251863	13127
15403	14130
13384	246958
247807	251832
13194	252723
247896	7712
8533	13812
13753	252625
252201	250986
251450	7963
252158	15256
251501	12288
11526	250465
252486	8417
249965	252606
251128	12101
249523	246020
250767	13736
13650	13335
250277	630
15344	247416
264	249634
7880	855
13652	250274
12253	12670
252125	7999
8481	252477
248207	249934
7644	815
251070	248274
252658	246631
12817	252433
248086	247356
765	7808
13785	252628
249858	251103
480	13805
8237	251236
252369	8358
1397	247558
246174	249022
1357	251208
251386	247539
484	12100
246716	13225
251143	883
248199	246598
16283	12070
14916	12365
751	249757
251037	7993
252125	251379
250839	14132
252727	14648
8496	7880
954	14665
252097	12403
252571	13016
246684	13207
246210	251946
247771	246753
252108	252481
8498	776
15180	14467
853	249202
249969	250784
246111	15082
251023	252648
8490	252010
738	8124
11414	15174
252233	817
7671	248723
247613	248039
14437	1400
246776	8061
13006	247809
14057	247816
246730	14930
8360	7789
246093	248308
249860	247178
14122	250487
1398	248200
249252	1413
14984	246036
13168	252289
251223	247532
14097	11844
246193	16353
251034	13278
248889	14702
308	5741
249924	250039
7871	12579
375	248295
246138	246903
248601	522
249478	13169
8245	250872
250020	250983
252166	7766
15345	247677
249885	252572
14273	12559
13194	8228
250050	249176
250234	8583
249899	14301
14558	13812
249820	251451
12834	246095
248643	1030
13399	13240
13088	247908
252230	250112
278	249129
1445	248777
12024	8534
249575	12099
252258	12448
862	8453
252450	375
8572	7742
247838	5711
250190	247749
249538	12231
7616	246842
246616	248347
251492	11510
249990	7661
251888	14685
247520	252560
251876	251519
14142	13334
251282	14115
14125	11826
251620	252016
12301	246606
249886	246957
249929	249080
459	249438
247898	250820
248577	11868
248531	8450
13228	249158
250420	15031
11565	11885
251137	1023
247897	12744
12241	249128
15064	246820
620	13192
13845	14550
8185	14987
249244	15362
250830	248637
764	246979
247808	249720
249976	247962
8429	250499
861	15056
467	246507
249036	11764
11584	378
250204	12311
13742	250273
11515	251572
7984	8242
250106	1395
252535	14243
14902	8048
250264	14081
247634	246760
249957	12137
251186	13163
249590	11358
13782	246629
247980	11552
13740	251084
249599	11507
7913	248743
637	13333
570	250039
249897	249511
247606	250061
11570	766
248545	8397
250111	8183
249502	251942
16323	13928
13349	5750
12552	12236
8071	1388
247576	7654
14120	249559
246111	249251
13341	248171
14057	8040
572	14160
15106	248297
15341	15087
248779	14580
8495	808
246091	13811
7716	248055
252126	248687
13643	251998
252130	246155
920	250497
13133	252135
968	248666
293	252278
247886	12630
247585	277
246864	247594
12028	14040
13720	247630
8585	249819
14848	16357
14855	14320
378	247744
13309	247678
250490	12833
250899	247366
251114	249580
247276	14847
252571	249632
12457	14622
249046	665
250395	13796
250955	14832
12098	730
12552	11826
251303	247451
246938	12099
247896	7712
251084	8373
247433	248766
663	247529
852	252705
8092	12727
12321	247224
249873	14548
5750	14866
13142	249656
248043	246908
763	8340
14144	14149
13221	252688
14599	14122
247470	12306
471	8434
12627	250288
1357	14661
249897	247239
247580	5705
8358	7869
13250	248639
467	250014
1286	7622
251938	246876
246131	11748
248560	249757
12699	246646
251466	11558
249976	743
15199	7621
14187	7628
247984	11479
14920	250466
248640	251593
247753	252255
520	248096
247613	247981
246737	247397
8075	13147
13015	490
14132	11875
8560	250967
12629	250331
251195	248531
251222	13381
251888	14685
14026	13236
252481	247187
247718	8027
470	246243
251364	251099
246082	246696
249218	246909
247185	248747
246667	246613
251480	11843
12301	12793
249858	13249
338	14929
11489	248652
250447	15305
249875	13828
1337	14594
14274	247249
13259	246274
13363	872
247502	246990
13806	11549
14975	8538
8268	14966
246049	247033
248795	13954
16307	251173
252135	14151
247886	15362
252750	8589
251164	8171
249975	247019
247166	247623
252073	8512
249808	922
14306	250009
250121	252272
911	11524
12451	748
13337	250987
543	12352
13331	8013
247983	481
246898	8124
14932	249181
249484	13043
7671	247765
13741	12968
12816	7878
248775	720
13830	13666
252364	249209
250244	8404
5644	250261
8253	11773
247931	16307
246685	251103
248547	250888
13194	247356
13261	248624
8256	8492
15339	250975
248598	11763
252750	251285
14067	15065
13790	11383
1445	247182
250469	1341
251011	8040
251492	15338
12212	247357
252126	13425
249584	13127
14127	248320
7768	13686
252146	12568
14150	252295
13006	247809
911	11524
246822	247199
13141	248031
252420	248338
15415	7677
5731	1015
11847	248362
13757	246629
15168	15415
249799	15247
13787	12128
250311	248240
247619	252141
16306	8291
247790	252471
247580	248107
252016	246140
13668	252476
250779	15168
16375	250132
251030	252041
15368	249641
13256	248210
249476	16283
246149	247293
8141	16298
11808	250202
16319	13134
15101	250299
252126	16303
247926	247817
248778	248814
7671	7812
13094	247344
13902	663
7625	248128
11529	14698
8047	15174
12748	11772
15256	8011
251155	13796
252366	250985
247823	252767
625	249549
305	251437
12081	14683
15091	252465
247613	16325
250785	248056
249730	246917
7593	248008
7976	246035
247789	250967
248262	15321
251177	13081
251384	246052
1043	248268
11488	249645
249451	251841
1466	15293
247724	250216
13734	247752
252139	252001
447	246097
249545	11558
247699	250972
252481	325
887	249236
252471	251948
247916	247410
248817	249671
250127	1388
15371	13323
250320	15391
248762	247273
12077	248325
12107	247633
15050	14635
249501	13910
8430	249123
249507	247479
249900	14448
248311	11519
11414	7816
15106	11473
8518	249684
7726	14892
251023	250900
247764	249560
14888	15232
247166	251073
246987	1341
246736	14103
251496	637
8571	251883
13655	248572
247166	246067
252339	7680
8116	246011
15090	465
250198	252375
249898	1367
247863	252625
862	14030
250227	251204
15339	11383
246092	8289
250119	15376
5748	247192
246293	14970
249846	8445
11834	14065
12651	1435
251135	246649
247561	14195
8443	251473
8352	246061
687	251592
15003	249881
15371	248177
13466	250917
14931	7868
246737	251577
8104	248310
248120	12836
250767	252265
249544	250405
247926	248766
13132	252153
8222	252670
246655	13431
474	249955
248213	11883
247814	250052
14057	8191
16307	14288
11735	8562
247618	13277
246019	252559
251152	249735
15215	478
248548	251248
247729	12465
249047	249178
7704	246257
247559	248598
862	249713
12748	246807
15295	1016
11385	1277
247271	14220
246514	765
246678	721
247459	7561
12646	250299
14597	252392
317	12557
520	566
247608	251958
248560	250973
725	251144
249033	248150
250236	249176
248779	248577
248548	960
251532	7501
251137	247392
252135	13753
7822	12821
767	248594
13948	252722
8101	248327
252328	13127
248575	5702
248825	1274
247501	249930
13801	8502
1395	15098
979	11523
246912	12727
13190	248007
8047	471
249093	12720
249210	1250
7795	8512
14470	7929
14166	7878
13014	248153
11776	11538
7983	250276
12081	14683
365	248282
12241	249128
8074	12835
12576	249800
8532	248057
247515	250289
12396	251586
249800	249053
249973	250406
248866	249113
15102	14102
252146	1314
8396	8095
248645	249847
380	246968
247762	15006
8218	251496
8279	248172
958	7735
247175	13055
15002	12573
13846	13152
246684	16283
249858	251103
7768	250231
1254	246194
249735	8314
250396	8532
247615	247939
246287	12483
952	251477
7952	248080
250158	14699
6422	13687
247609	249937
15102	250054
251481	5741
305	247366
252087	12646
13785	246071
317	247815
250490	13194
246619	248230
852	14904
246908	13178
14856	14853
251848	907
252107	15248
250778	246003
247989	246642
248551	249021
11881	248560
251386	252042
246101	13330
13075	251177
16307	251144
250370	11516
12252	703
684	7643
7734	251842
14166	250789
246779	8135
14129	252372
1452	13276
15056	672
7651	246636
248829	248611
14855	246228
252337	251021
251230	245982
13734	1442
249906	248709
252479	371
13953	247803
251191	246192
251084	246038
250374	729
251203	246850
11569	252235
251090	249632
246156	252119
13804	8180
7991	248362
7892	246706
251097	14967
13393	250010
13378	251999
247613	249252
7537	251472
14854	249928
247818	445
16297	14690
252478	12610
250037	13392
248750	252681
251048	11449
13432	8277
246131	252548
246094	246705
247896	251277
248890	8010
252410	14713
251187	12706
12621	14972
246091	249576
252045	246986
15020	246235
250370	251090
8086	249498
8406	252456
230	12083
8248	247741
12782	8000
12740	14318
247345	246759
246215	14073
247502	13070
12807	250398
1370	249156
252084	246201
251209	252666
15391	8554
7677	246192
525	14191
249030	249678
250115	246158
249904	14290
8572	249600
278	8034
249577	252653
246233	8079
251813	250898
12505	249934
1337	250783
251282	421
252312	11856
249210	7613
252262	252482
249752	484
246986	250293
14289	8322
251071	7790
8458	8007
14999	12506
700	248822
12833	7997
246205	13427
1395	15098
250111	250367
251532	16328
251470	12451
7688	340
8116	13458
11836	250452
14993	246789
14476	246945
12816	15406
246822	247199
249859	13946
247276	252460
14599	249106
251177	247740
251241	248730
249068	248263
1246	247266
1382	251293
248549	13062
13873	249121
246214	248709
252135	954
7800	13794
8134	246101
247440	251144
247202	15203
11764	15283
7644	341
1338	11773
14991	12195
16321	250019
13785	249842
247585	15303
16309	14060
11438	8496
251155	13016
248544	250853
246205	11504
1385	247977
13310	252602
12278	246869
7960	247240
14063	249926
251424	13723
12761	14029
250830	15051
247891	12556
12451	748
249904	363
246119	252105
320	11769
12097	12559
987	246986
249199	250884
1386	12761
252046	13228
250294	248711
247200	249193
14102	378
247610	249926
249505	11537
252481	251195
247186	252339
252161	246012
252429	252267
251259	13880
250153	248293
13948	1036
249160	11783
14981	248093
13785	7978
14165	248565
251180	741
324	247807
251127	251575
251939	14118
15090	250946
250410	247466
13790	1297
247813	869
13841	250954
321	416
13088	250270
13249	246303
246092	14116
15274	247492
13332	247741
8072	12670
248172	248707
246105	246759
249916	248850
11516	248078
13784	12544
14193	7608
247872	8091
251235	8008
536	7962
249873	12466
246153	12734
7508	249659
250842	13028
249854	15050
8259	248558
12733	248552
250239	12040
12252	14499
246683	248749
249549	11791
252017	7622
11754	249215
663	251353
251450	246905
246099	248696
250304	251111
250456	250151
12610	251040
248150	14990
249892	5712
12204	15396
14842	12448
8261	12766
14143	14623
13384	246958
11584	249757
247838	248531
7770	13826
251293	250150
252071	14663
250200	249979
249489	1048
247346	12163
252629	250983
252162	12656
250950	16352
246679	248871
7616	15400
251218	249840
13070	12738
8235	7517
13927	248112
250294	248241
11777	249068
325	7501
252019	8105
8092	923
1298	12281
237	12730
12757	252456
12555	14102
246151	8551
14126	251049
13038	7770
252442	12232
251877	250311
13266	250038
13247	12365
247014	12181
249639	249952
14931	7868
248546	247927
252504	7632
249929	249080
7638	251852
252141	246706
247658	15178
12457	14622
249577	12519
15320	1334
252275	248057
247574	250264
8581	15250
251381	13357
13221	252688
251238	8213
14890	8213
15256	12156
247039	249080
247733	247458
248310	249563
248890	246918
247949	250497
251164	14145
673	252456
252526	250854
247533	248352
250892	12601
770	246169
8594	251959
249603	248648
11569	12201
460	419
252040	12054
246146	246504
250341	13081
12813	247438
248086	247544
247533	252656
13841	8279
248615	663
246652	251477
12739	14889
249887	251110
551	12261
250083	624
14126	8309
8194	11584
8406	247451
247403	519
13741	251386
247003	13297
11558	8129
252135	8472
11754	248702
13677	8320
251942	252417
246232	11850
247417	248551
14628	686
250343	252022
251483	574
12049	11380
8156	249638
249583	246010
15311	13894
968	250052
697	246619
11755	248342
247410	12801
250887	246845
249083	12104
251033	14106
13205	252656
247267	246689
247874	249525
247673	247749
8577	251065
535	467
246665	729
1465	13149
8180	13464
11821	247278
12631	8371
250083	624
311	14525
12456	249913
14917	11520
246146	14844
250388	11823
13172	13937
250171	246919
13256	248210
248765	247419
251876	251164
271	246503
474	13955
248553	246971
1298	248650
252071	251572
248559	12621
14053	247912
8269	8479
247613	767
15002	14924
247392	7707
1429	1299
12379	249118
15293	8174
251143	12672
251522	11874
252699	7692
251992	247726
11771	12483
251350	12075
250371	251427
922	247491
249222	261
249064	11370
8185	5723
12085	291
14854	8518
12562	14474
251384	7836
7778	248272
5644	12596
12173	249636
12594	246706
252604	251874
5716	249141
251946	249718
13741	247960
15364	15288
247166	246067
251131	249602
851	8598
247661	388
11515	8171
249507	247651
13049	246245
14041	316
246097	15179
12701	248011
251981	247167
13949	15277
249587	250985
250115	16326
12819	8098
607	13056
475	249791
8340	247594
251333	251596
252478	252666
251482	250232
248731	250412
7640	248813
246145	14482
14560	246858
11835	248298
7534	246205
252521	748
12180	14942
249873	246993
250767	251813
250119	251246
8170	13402
16362	13918
8456	15408
8137	13058
252653	12197
247614	247901
251108	7990
251086	250412
247637	691
14142	247765
13774	248778
251131	8590
249511	246180
14308	248724
1274	319
248311	252087
15207	8285
12834	8354
246141	14618
14930	283
11754	249215
13369	12290
447	247663
13783	246203
250289	251357
247028	7880
252364	1023
16300	249068
6426	246912
270	247986
247942	270
763	249046
8291	247966
247805	252228
14842	250419
8561	7552
249024	518
387	250894
246106	247733
14142	249927
14133	13184
14907	249607
12219	12190
13963	12206
250950	251002
250118	249526
251547	250818
8320	14852
691	13867
488	250162
251191	12312
13785	14131
15093	252422
252016	252387
11440	248726
1311	247809
248777	248329
11584	247162
252478	246936
766	7622
11773	8510
248577	248689
12260	1452
967	13354
247699	15360
14134	248056
8075	247813
13900	247769
14837	12574
251250	13017
249505	248285
14119	248586
13898	12343
11777	15364
13643	13376
249091	7998
249910	12649
11455	250117
7770	11447
8181	14495
8571	12552
247606	248845
8064	7882
12768	247753
14129	7918
13130	251070
247423	245995
12671	249478
13780	478
251098	11875
264	252381
12517	13283
12834	8354
248656	12456
246591	11894
538	8016
246591	249873
8575	1452
13369	251572
15101	248571
11777	735
249932	12526
8279	247223
248150	14990
247197	251804
251492	14524
246122	361
251981	15321
11496	12550
250345	249933
8431	565
247013	250900
249211	8073
13271	15406
15001	249987
12398	249026
960	249188
8217	12136
248271	246003
248730	12233
14320	246730
7913	246519
13395	12229
249975	7594
252034	14073
249646	251482
252368	13311
8320	12383
377	7534
247538	247013
246675	12697
250110	7898
5644	12324
8076	8098
246203	13371
14843	251477
13413	13949
250084	251465
246990	246866
251127	251425
251284	14615
12357	12574
251935	252121
246072	248039
246210	247876
251108	245980
12726	251092
12749	12733
250809	250477
246051	247186
13359	250771
15311	252591
14289	15043
251822	251036
252274	13301
7795	249188
8536	8126
248285	252592
8292	14617
252130	250358
250411	246108
12075	8405
252655	11815
248092	1242
251128	250889
252143	8467
284	8347
248654	246939
247183	7628
247415	246830
12621	245988
250322	16303
308	8528
250126	7812
1017	15086
252605	247854
246990	246506
249612	252111
249821	249478
13247	13309
246092	252477
252479	246090
13681	251491
247343	896
12825	7561
249542	248161
246109	248294
247397	15256
251177	8554
252097	12403
250985	12050
249552	249213
252490	8277
246029	248736
252739	247539
249484	248795
252017	251036
328	13422
13124	11526
13318	249623
12817	16329
536	396
250464	248309
246054	689
11874	15290
247531	12697
8222	14284
11770	248125
251490	246731
15019	246662
251296	1355
816	14524
247180	952
246129	246890
14154	248353
252162	249661
249574	248563
16315	247759
247732	249645
251450	12786
248560	249990
7880	252566
246139	250938
252126	264
251391	8513
13257	13141
252420	247429
250284	251586
249690	14437
247515	1400
8328	250148
12702	11856
12353	252441
8499	13249
7646	252721
520	8164
251364	251863
13333	8048
8360	8282
250483	8590
15335	251041
13062	15259
11438	650
250068	247167
248545	8456
249582	12665
1242	16304
14597	12111
987	11846
11808	7780
13191	251959
251813	14132
252073	8512
246205	251878
8527	249132
246690	16330
14837	251814
251388	249876
249692	5648
918	251348
249582	14999
251185	767
249800	247966
8358	250782
738	1349
520	246925
246004	14159
251456	12668
11569	252235
247521	14562
247805	14074
14848	249627
15386	986
12541	252077
251877	251239
720	247815
248355	12539
16310	246905
14129	251939
249083	15393
15207	13193
8111	248170
13323	249196
249251	12621
1393	7737
251284	15025
247166	7815
249753	250771
14321	8465
252719	7789
12574	249615
753	247563
14917	7966
12321	248141
13250	246970
247908	15064
249898	1396
249935	246626
15006	15026
12210	252213
13841	248653
252161	251097
249576	14577
5644	246673
7639	13806
247661	12565
8034	293
248728	250900
536	14563
13253	251855
248262	247436
252023	954
